,underlying_symbol,date,dominant_id,open,close,high,low,total_turnover,volume,prev_close,settlement,prev_settlement,open_interest,limit_up,limit_down,day_session_open,multiplier,profit,amount,high-low,prevclose-low,high-prevclose,sigma5,sigma20,sigma40,sigma63,sigma126,sigma252,break1,break3,break14,break20,break63,break126,break252,expect1,expect2,expect3,expect4,expect5,d_vol,d_oi,mmt_open,high_close,low_close,corr_price_vol,corr_price_oi,corr_ret_vol,corr_ret_oi,corr_ret_dvol,corr_ret_doi,turnover,sigma_turnover,ave_turnover,norm_turn_std,vol_skew5,vol_skew14,vol_skew20,vol_skew63,vol_skew126,vol_skew252,price_skew5,price_skew14,price_skew20,price_skew63,price_skew126,price_skew252,low_close_high,d_low_close_high,mean6,mean12,dif,dea,macd,sma_low_close_high9,sma_low_close_high6,std_vol6,ddif_vol,norm_ATR,sq5_low_close_open_high
0,RM,2012-12-28,RM1305,2430.0,2398.0,2458.0,2385.0,0,421116,2360.0,2410.0,2360.0,44712,2549.0,2170.0,2430,10,0.016101694915254237,4211160,73.0,-25.0,98.0,,,,,,,,,,,,,,-0.02418682235195997,-0.011676396997497914,0.0237698081734779,0.03419516263552961,0.03336113427856547,,,,0.025020850708924104,0.005421184320266889,,,,,,,1009836168.0,,,,,,,,,,,,,,,,-0.6438356164383562,,,,0.0,0.0,0.0,,,,,0.0408673894912427,-0.23151416925937296
1,,2012-12-31,RM1305,2399.0,2340.0,2399.0,2336.0,0,237194,2398.0,2365.0,2410.0,39290,2507.0,2313.0,2399,10,-0.02418682235195997,2371940,63.0,62.0,1.0,,,,,,,,,,,,,,0.01282051282051282,0.049145299145299144,0.05982905982905983,0.05897435897435897,0.05213675213675214,,,,0.025213675213675214,0.0017094017094017094,,,,,,,555033960.0,,,,,,,,,,,,,,,,-0.873015873015873,-0.22918025657751684,,,-4.626780626781056,-0.9253561253562111,-7.402849002849689,,,,,0.026923076923076925,-0.0767856265726398
2,,2013-01-04,RM1305,2322.0,2370.0,2380.0,2316.0,0,193882,2340.0,2362.0,2365.0,38458,2460.0,2270.0,2322,10,0.01282051282051282,1938820,64.0,24.0,40.0,,,,,,,,,,,,,,0.035864978902953586,0.046413502109704644,0.04556962025316456,0.038818565400843885,0.05864978902953587,,,,0.004219409282700422,0.02278481012658228,,,,,,,459500340.0,,,,,,,,,,,,,,,,0.6875,1.560515873015873,,,-5.805861965406621,-1.9014572933662932,-7.808809344080655,,,,,0.0270042194092827,-4.874870764311167
3,,2013-01-07,RM1305,2365.0,2455.0,2457.0,2360.0,0,406060,2370.0,2438.0,2362.0,64538,2457.0,2267.0,2365,10,0.035864978902953586,4060600,97.0,10.0,87.0,,,,,,,,,,,,,,0.010183299389002037,0.009368635437881873,0.0028513238289205704,0.021995926680244398,0.03503054989816701,,,,0.000814663951120163,0.038696537678207736,,,,,,,996877300.0,,,,,,,,,,,,,,,,0.9587628865979382,0.2712628865979382,,,0.11714680878048966,-1.4977364729369367,3.2297665634348527,,,,,0.039511201629327905,-39.4086767652856
4,,2013-01-08,RM1305,2470.0,2480.0,2500.0,2438.0,0,899582,2455.0,2478.0,2438.0,77626,2536.0,2340.0,2470,10,0.010183299389002037,8995820,62.0,17.0,45.0,0.021695810093765148,,,,,,,,,,,,,-0.0008064516129032258,-0.007258064516129033,0.011693548387096775,0.024596774193548387,0.03306451612903226,,,,0.008064516129032258,0.016935483870967744,,,,,,,2230963360.0,,,,1.5476881441957016,,,,,,0.17387638738521036,,,,,,0.3548387096774194,-0.6039241769205188,,,6.75064773660506,0.1519403689714629,13.197414735267195,,,,,0.025,-2.058001357524122
5,,2013-01-09,RM1305,2488.0,2478.0,2514.0,2472.0,0,696804,2480.0,2498.0,2478.0,94100,2578.0,2378.0,2488,10,-0.0008064516129032258,6968040,42.0,8.0,34.0,0.02185465885356011,,,,,,,,,,,,,-0.00645682001614205,0.012510088781275222,0.025423728813559324,0.03389830508474576,0.043583535108958835,0.30646233472879625,0.6362301290804627,0.036290322580645164,0.014527845036319613,0.002421307506053269,,,,,,,1726680312.0,,,,0.5721290687327564,,,,,,-0.6293444511576917,,,,,,-0.7142857142857143,-1.0691244239631337,0.02389642586598728,,11.71136045513822,2.463824386204814,18.49507213786681,,0.8181818181818182,0.5738442697784575,,0.01694915254237288,-0.1700568457812599
6,,2013-01-10,RM1305,2473.0,2462.0,2490.0,2459.0,0,591086,2478.0,2474.0,2498.0,96660,2598.0,2398.0,2473,10,-0.00645682001614205,5910860,31.0,19.0,12.0,0.016310095093455934,,,,,,,,,,,,,0.019090170593013808,0.032087733549959384,0.04061738424045491,0.050365556458164096,0.044272948822095856,0.5078788296278437,0.6096705632306058,0.05367231638418079,0.011372867587327376,0.0012185215272136475,,,,,,,1455253732.0,,,,-0.18445801275956422,,,,,,-1.9421657202119198,,,,,,-0.8064516129032258,-0.09216589861751145,0.012821391840932339,,14.188142665326268,4.808688042029106,18.758909246594325,,0.7373737373737373,0.5455744831035088,,0.012591389114541024,-0.10955786545950673
7,,2013-01-11,RM1305,2465.0,2509.0,2525.0,2463.0,0,1621470,2462.0,2508.0,2474.0,165614,2573.0,2375.0,2465,10,0.019090170593013808,16214700,62.0,-1.0,63.0,0.016784401775678533,,,,,,,,,,,,,0.012754085292945397,0.021123953766440814,0.03068951773614986,0.024711040255081706,0.025508170585890794,2.4151950815955714,1.3154976205255535,0.03858651502843217,0.006377042646472699,0.018333997608609008,,,,,,,4068268230.0,,,,1.4791144487864982,,,,,,0.9079940867982008,,,,,,0.4838709677419355,1.2903225806451613,0.020333468889792705,,19.716241061737946,7.790198645970873,23.852084831534146,,0.9561700238479702,0.6766494915081085,,0.02510960542048625,-2.631595654104214
8,,2013-01-14,RM1305,2527.0,2541.0,2548.0,2505.0,0,1299760,2509.0,2528.0,2508.0,150852,2609.0,2407.0,2527,10,0.012754085292945397,12997600,43.0,4.0,39.0,0.010385454934886231,,,,,,,,,,,,,0.008264462809917356,0.01770956316410862,0.011806375442739079,0.012593467138921684,0.012593467138921684,0.5511665340709356,0.5211757460118106,0.02869669190912714,0.0027548209366391185,0.014167650531286895,,,,,,,3302690160.0,,,,0.6308656653367583,,,,,,0.9215015193920874,,,,,,0.6744186046511628,0.19054763690922727,0.021507537688442158,,26.375392328878206,11.50723738255234,29.736309892651732,0.9698275862068966,0.9135513129482082,0.5006700774720925,,0.016922471467926012,-5.002733233318535
9,,2013-01-15,RM1305,2549.0,2562.0,2618.0,2542.0,0,1674334,2541.0,2584.0,2528.0,178192,2630.0,2426.0,2549,10,0.008264462809917356,16743340,76.0,-1.0,77.0,0.010271062028673152,,,,,,,,,,,,,0.00936768149882904,0.00351288056206089,0.00429352068696331,0.00429352068696331,0.01131928181108509,0.5960731211916046,0.6666534086389309,0.02715466351829988,0.02185792349726776,0.0078064012490242,,,,,,,4289643708.0,,,,-0.31152444965459647,,,,,,0.1062788325584608,,,,,,-0.47368421052631576,-1.1481028151774786,0.022618414050026514,,32.96731548884418,15.799253003810708,34.33612497006694,0.9044117647058824,0.6387136903303283,0.414487461169554,,0.030054644808743168,-0.34817334424345026
