,underlying_symbol,date,dominant_id,open,close,high,low,total_turnover,volume,prev_close,settlement,prev_settlement,open_interest,limit_up,limit_down,day_session_open,multiplier,profit,amount,high-low,prevclose-low,high-prevclose,sigma5,sigma20,sigma40,sigma63,sigma126,sigma252,break1,break3,break14,break20,break63,break126,break252,expect1,expect2,expect3,expect4,expect5,d_vol,d_oi,mmt_open,high_close,low_close,corr_price_vol,corr_price_oi,corr_ret_vol,corr_ret_oi,corr_ret_dvol,corr_ret_doi,turnover,sigma_turnover,ave_turnover,norm_turn_std,vol_skew5,vol_skew14,vol_skew20,vol_skew63,vol_skew126,vol_skew252,price_skew5,price_skew14,price_skew20,price_skew63,price_skew126,price_skew252,low_close_high,d_low_close_high,mean6,mean12,dif,dea,macd,sma_low_close_high9,sma_low_close_high6,std_vol6,ddif_vol,norm_ATR,sq5_low_close_open_high
0,PP,2014-02-28,PP1405,10680.0,10657.0,10720.0,10604.0,0,97582,10500.0,10670.0,10500.0,21256,11340.0,9660.0,10680,5,0.014952380952380953,487910,116.0,-104.0,220.0,,,,,,,,,,,,,,-0.00234587595007976,-0.0015708484697531464,-0.002248997515038869,-0.015133829375462138,-0.014261923460095659,,,,0.005911607394200995,0.00497325701416909,,,,,,,1039931374.0,,,,,,,,,,,,,,,,-0.08620689655172414,,,,0.0,0.0,0.0,,,,,0.020643708360701885,-0.8503872786053513
1,,2014-03-03,PP1405,10696.0,10632.0,10790.0,10602.0,0,44726,10657.0,10652.0,10670.0,18328,11096.0,10244.0,10696,5,-0.00234587595007976,223630,188.0,55.0,133.0,,,,,,,,,,,,,,0.0007768498737622948,9.7106234220351e-05,-0.012818022917071107,-0.011944066809089488,-0.02146047776267208,,,,0.014860797592174567,0.0028216704288939053,,,,,,,475526832.0,,,,,,,,,,,,,,,,-0.6808510638297872,-0.5946441672780631,,,-1.9943019943002582,-0.39886039886005165,-3.190883190880413,,,,,0.017682468021068473,-0.19565740958274738
2,,2014-03-04,PP1409,10644.38920178675,10640.25946785784,10665.03787143134,10588.63779374636,0,39938,10632.0,10625.80539910662,10641.29190134007,25034,11066.65449601864,10215.92930666149,10310,5,0.0007768498737622948,199690,76.4000776849789,43.36220625363967,33.03787143133923,,,,,,,,,,,,,,-0.0006792159906853226,-0.01358431981370098,-0.01271104211139216,-0.02222006598098206,-0.012225887832331191,,,,0.002328740539490532,0.00485154279060764,,,,,,,424950682.62730646,,,,,,,,,,,,,,,,0.351351351351565,1.0322024151813523,,,-2.875187294690477,-0.8941257780261368,-3.9621230333286803,,,,,0.007180283330098172,-2.087379425207136
3,,2014-03-05,PP1409,10694.978442416,10633.03243348223,10696.01087589823,10594.83239463974,0,17656,10640.25946785784,10637.16216741115,10625.80539910662,23234,11050.13556030297,10201.47523791027,10359,5,-0.0006792159906853226,88280,101.17848125849014,45.427073218101214,55.751408040388924,,,,,,,,,,,,,,-0.01291387513350805,-0.012040003883872677,-0.02155549082435171,-0.011554519856296956,-0.010486454995630473,,,,0.005922905136420613,0.0035925818040584184,,,,,,,187736820.64556226,,,,,,,,,,,,,,,,-0.24489795918367163,-0.5962493105352367,,,-4.10908949111581,-1.5371185206440716,-5.143941940943478,,,,,0.009515486940479032,-0.6244328808164331
4,,2014-03-06,PP1409,10603.09186249757,10495.7187803457,10623.74053214216,10397.63759953389,0,71074,10633.03243348223,10483.32957855894,10637.16216741115,32288,11062.52476208973,10211.79957273257,10270,5,-0.01291387513350805,355370,226.10293260826984,235.39483394834133,-9.29190134007149,0.009961187596262508,,,,,,,,,,,,,0.0008853039543571428,-0.008754672437536772,0.0013771394845560755,0.002459177650993623,0.004229785559708776,,,,0.01219752114892722,0.00934487507377556,,,,,,,745972716.5942903,,,,0.4839874846272569,,,,,,-2.101939167509221,,,,,,-0.1324200913241655,0.11247786785950614,,,-15.982790442329133,-4.426252904981084,-23.1130750746961,,,,,0.02242770017706096,-0.8061272670088313
5,,2014-03-07,PP1409,10530.8215187415,10505.01068168576,10530.8215187415,10457.51874150321,0,45330,10495.7187803457,10493.65391338124,10483.32957855894,37846,10902.49757234414,10064.16158477374,10200,5,0.0008853039543571428,226650,73.30277723829022,38.20003884248945,35.10273839580077,0.005773959188110395,,,,,,,,,,,,,-0.009631449631449001,0.0004914004914007225,0.001572481572482208,0.003341523341523805,-0.00039312039311964296,-0.7351774207164364,0.5138131813676908,-0.012021899966944737,0.0024570024570025736,0.0045208845208835995,,,,,,,476192134.2008155,,,,0.15799429586104574,,,,,,-0.6090303366038012,,,,,,0.2957746478872093,0.4281947392113748,-0.008384706419322097,,-24.36217324088284,-8.413436972161435,-31.89747253744281,,0.27365792956796137,0.5271086883581276,,0.006977886977886173,-1.8627157741026763
6,,2014-03-10,PP1409,10350.14565935133,10403.83220042727,10479.19984463003,10324.33482229559,0,79360,10505.01068168576,10393.50786560497,10493.65391338124,46536,10912.82190716644,10074.48591959604,10025,5,-0.009631449631449001,396800,154.86502233443935,180.67585939017044,-25.8108370557311,0.0064883410850636895,,,,,,,,,,,,,0.010221296020640654,0.01131289074129205,0.013099136647811671,0.00932817306738128,0.00932817306738128,0.7640414736377675,0.7453363631559478,-0.026830466830466842,0.00724421950977485,0.007641163044557318,,,,,,,825648123.4259082,,,,-0.14292059356755743,,,,,,-0.125512619660438,,,,,,0.026666666666685303,-0.269107981220524,-0.014008251659300974,,-38.72080301830647,-14.474910181390442,-48.491785673832055,,0.18491730535663112,0.4503143510578031,,0.017366279646720016,-1.027858847963729
7,,2014-03-11,PP1409,10423.44843658963,10510.17284909691,10685.68654107594,10375.95649640707,0,69412,10403.83220042727,10496.75121382793,10393.50786560497,39284,10808.54612546125,9978.469605748689,10096,5,0.010221296020640654,347060,309.7300446688696,27.87570402019992,281.8543406486697,0.009163570333247604,,,,,,,,,,,,,0.0010805500982322312,0.0028487229862477754,-0.0008840864440073395,-0.0008840864440073395,0.01021611001964677,0.3713961693548387,0.3062145435791645,-0.02083953557606465,0.016699410609037735,0.01277013752455773,,,,,,,729532117.8015147,,,,-1.1310068136184945,,,,,,0.5354419529637421,,,,,,-0.1333333333333541,-0.1600000000000394,-0.0020097054065979503,,-41.04616431166323,-19.789161007445003,-42.51400660843646,,0.45376948510361326,0.43719731442138093,,0.029469548133595466,-0.7336725161493654
8,,2014-03-12,PP1409,10417.25383569625,10521.52961740144,10523.5944843659,10387.31326471159,0,46214,10510.17284909691,10466.81064284327,10496.75121382793,49316,10915.91920761313,10077.58322004273,10090,5,0.0010805500982322312,231070,136.2812196543091,122.85958438531998,13.421635268989121,0.009280367454013666,,,,,,,,,,,,,0.001766264350897678,-0.001962515945441941,-0.001962515945441941,0.009125699146305562,0.0022568933372584224,0.4114274188901055,0.6639344262295082,-0.02053045186640495,0.00019625159454426326,0.012756353645374,,,,,,,486241969.7385902,,,,-0.33177932009232486,,,,,,-2.0223276392443523,,,,,,0.9696969696969624,1.1030303030303166,0.0009494499738085249,,-41.49431298944182,-24.130191403844368,-34.72824317119491,0.4234690600614833,0.4937616390159922,0.417774921961088,,0.012952605239918263,-61.84223544577352
9,,2014-03-13,PP1409,10530.8215187415,10540.11342008157,10567.98912410177,10494.68634686347,0,25802,10521.52961740144,10528.75665177704,10466.81064284327,49944,10884.94620314624,10048.6750825403,10200,5,0.001766264350897678,129010,73.30277723830113,26.843270537970966,46.45950670033017,0.007045829968401786,,,,,,,,,,,,,-0.0037222058967574753,-0.0037222058967574753,0.007346459006758915,0.0004897639337841463,0.0030365363894597048,-0.9796165664084476,0.358017681888231,0.0033362771072510925,0.0026447252424333196,0.0043099226172985195,,,,,,,271956006.46494466,,,,0.02776760407680844,,,,,,-1.872270494183593,,,,,,0.2394366197182854,-0.7302603499786771,0.004196858913407153,,-39.890088372310856,-27.282170797537667,-25.21583514954638,0.46337713902015243,0.5518509997325902,0.36241252125167983,,0.006954647859731839,-1.6224590791750226
