,underlying_symbol,date,dominant_id,open,close,high,low,total_turnover,volume,prev_close,settlement,prev_settlement,open_interest,limit_up,limit_down,day_session_open,multiplier,profit,sigma5,sigma20,sigma40,sigma63,sigma126,sigma252
0,A,2010-01-04,A1009,4166.837409346428,4143.347884734917,4177.050246134042,4135.177615304826,0,321838,4123.943494838451,4155.603288880053,4111.688090693314,284296,4276.114762973896,3947.261418412732,4080,10,0.004705299653293547,,,,,,
1,,2010-01-05,A1009,4153.56072152253,4152.539437843769,4168.879976703951,4146.411735771201,0,253640,4143.347884734917,4156.624572558814,4155.603288880053,283384,4321.051244839397,3990.155332920709,4067,10,0.002218387971407252,,,,,,
2,,2010-01-06,A1009,4152.539437843769,4242.41240157477,4283.263748725226,4143.347884734917,0,860812,4152.539437843769,4228.114430072111,4156.624572558814,352830,4322.072528518158,3991.176616599471,4066,10,0.021642892277422585,,,,,,
3,,2010-01-07,A1009,4253.646522041146,4130.071196911019,4277.136046652658,4059.602623076483,0,705704,4242.41240157477,4177.050246134042,4228.114430072111,297236,4396.626237067739,4059.602623076483,4165,10,-0.02648050072219538,,,,,,
4,,2010-01-08,A1009,4125.986062195973,4065.730325149052,4136.198898983587,4031.006680071165,0,526594,4130.071196911019,4085.134715045518,4177.050246134042,270074,4343.519485772147,4010.581006495937,4040,10,-0.015578635014836771,0.018728166294268836,,,,,
5,,2010-01-11,A1009,4097.390119190654,4116.794509087121,4136.198898983587,4097.390119190654,0,316116,4065.730325149052,4120.879643802166,4085.134715045518,270738,4248.540103647339,3921.729326443697,4012,10,0.01255965837729207,0.01980299209696276,,,,,
6,,2010-01-12,A1009,4085.134715045518,4089.219849760564,4114.751941729598,4065.730325149052,0,447848,4116.794509087121,4089.219849760564,4120.879643802166,271068,4285.306316082749,3956.452971521584,4000,10,-0.006698089804018717,0.01982780425894027,,,,,
7,,2010-01-13,A1009,3988.112765563187,3992.197900278232,4021.815126962312,3978.921212454335,0,300960,4089.219849760564,4000.368169708323,4089.219849760564,260966,4252.625238362384,3925.814461158743,3905,10,-0.023726273726274023,0.015742323022126987,,,,,
8,,2010-01-14,A1009,4026.921545356119,4002.410737065846,4026.921545356119,4001.389453387085,0,190364,3992.197900278232,4014.666141210983,4000.368169708323,259500,4159.688423595098,3841.047915821548,3943,10,0.002558199027884516,0.01435274671496599,,,,,
9,,2010-01-15,A1009,3988.112765563187,3998.325602350801,4033.049247428688,3985.048914526903,0,313576,4002.410737065846,4011.602290174699,4014.666141210983,265124,4175.007678776519,3854.324603645446,3905,10,-0.0010206685378922188,0.013414696330389844,,,,,
10,,2010-01-18,A1009,3991.176616599471,3992.197900278232,4008.538439138415,3972.793510381766,0,249986,3998.325602350801,3991.176616599471,4011.602290174699,269332,4171.943827740235,3851.260752609162,3908,10,-0.0015325670498086757,0.010400329320279065,,,,,
11,,2010-01-19,A1009,4018.751275926028,4002.410737065846,4018.751275926028,3993.219183956994,0,167968,3992.197900278232,4004.453304423369,3991.176616599471,274202,4150.496870486246,3831.856362712696,3935,10,0.002558199027884516,0.011066163516182803,,,,,
12,,2010-01-20,A1009,3993.219183956994,3943.176283697686,4012.62357385346,3940.112432661402,0,335400,4002.410737065846,3963.601957272914,4004.453304423369,290088,4163.773558310144,3845.133050536594,3910,10,-0.014799693799438705,0.007168746182411578,,,,,
