,underlying_symbol,date,dominant_id,open,close,high,low,total_turnover,volume,prev_close,settlement,prev_settlement,open_interest,limit_up,limit_down,day_session_open,multiplier,profit,sigma5,sigma20,sigma40,sigma63,sigma126,sigma252,break1,break3,break14,break20,break63,break126,break252,expect1,expect2,expect3,expect4,expect5,d_vol,d_oi,mmt_open,high_close,low_close,corr_price_vol,corr_price_oi,corr_ret_vol,corr_ret_oi,corr_ret_dvol,corr_ret_doi,turnover,sigma_turnover,ave_turnover,norm_turn_std,vol_skew5,vol_skew14,vol_skew20,vol_skew63,vol_skew126,vol_skew252,price_skew5,price_skew14,price_skew20,price_skew63,price_skew126,price_skew252
0,SI,2022-12-22,SI2308,19100.0,18310.0,19720.0,18160.0,0,28742,18500.0,18540.0,18500.0,4710,21460.0,15540.0,19100,5,-0.01027027027027027,,,,,,,,,,,,,,-0.06826870562534135,-0.0622610595303113,-0.06253413435281267,-0.04833424358274167,-0.0434188967777171,,,,0.07700709994538503,0.008192244675040962,,,,,,,526266020.0,,,,,,,,,,,,,,,
1,,2022-12-23,SI2308,18180.0,17060.0,18220.0,17060.0,0,30354,18310.0,17425.0,18540.0,7629,20020.0,17060.0,18180,5,-0.06826870562534135,,,,,,,,,,,,,,0.006447831184056272,0.00615474794841735,0.021395076201641265,0.026670574443141852,0.048944900351699884,,,,0.06799531066822978,0.0,,,,,,,517839240.0,,,,,,,,,,,,,,,
2,,2022-12-26,SI2308,16940.0,17170.0,17435.0,16825.0,0,23991,17060.0,17185.0,17425.0,7922,19340.0,15510.0,16940,5,0.006447831184056272,,,,,,,,,,,,,,-0.00029120559114735004,0.01485148514851485,0.02009318578916715,0.04222481071636575,0.034944670937682006,,,,0.015433896330809552,0.02009318578916715,,,,,,,411925470.0,,,,,,,,,,,,,,,
3,,2022-12-27,SI2308,17200.0,17165.0,17410.0,17130.0,0,13350,17170.0,17285.0,17185.0,8685,18555.0,15815.0,17200,5,-0.00029120559114735004,,,,,,,,,,,,,,0.015147101660355374,0.020390329158170697,0.04252840081561317,0.03524614040198078,0.02767258957180309,,,,0.014273230410719488,0.00203903291581707,,,,,,,229152750.0,,,,,,,,,,,,,,,
4,,2022-12-28,SI2308,17100.0,17425.0,17575.0,16960.0,0,21736,17165.0,17365.0,17285.0,8197,18665.0,15905.0,17100,5,0.015147101660355374,0.03309839081487645,,,,,,,,,,,,,0.005164992826398852,0.02697274031563845,0.019799139167862266,0.012338593974175036,0.009182209469153515,,,,0.00860832137733142,0.026685796269727405,,,,,,,378749800.0,,,,-0.9026799151733297,,,,,,1.88373511992126,,,,,
5,,2022-12-29,SI2308,17390.0,17515.0,17665.0,17325.0,0,12999,17425.0,17495.0,17365.0,7813,18750.0,15980.0,17390,5,0.005164992826398852,0.03394458563864062,,,,,,,,,,,,,0.021695689409077932,0.014558949471881244,0.007136739937196689,0.003996574364830145,0.01741364544675992,-0.7242822966507177,0.3785531291936074,-0.05279770444763271,0.008564087924636025,0.010847844704538966,,,,,,,227677485.0,,,,0.2304782061371099,,,,,,0.4835139999845865,,,,,
6,,2022-12-30,SI2308,17535.0,17895.0,18520.0,17535.0,0,37967,17515.0,18070.0,17495.0,7708,18890.0,16100.0,17535,5,0.021695689409077932,0.008725136645572461,,,,,,,,,,,,,-0.006985191394244202,-0.014249790444258172,-0.01732327465772562,-0.004191114836546521,-0.011176306230790724,0.5856604354181091,0.010111352873416102,0.027119611761347417,0.034925956971221014,0.020117351215423303,,,,,,,679419465.0,,,,1.0618731551426526,,,,,,0.9310354512378489,,,,,
7,,2023-01-03,SI2308,17870.0,17770.0,18040.0,17600.0,0,15386,17895.0,17815.0,18070.0,7390,19515.0,16625.0,17870,5,-0.006985191394244202,0.0115589643859978,,,,,,,,,,,,,-0.007315700619020821,-0.010410804727068092,0.0028137310073157004,-0.004220596510973551,-0.016601012943162633,-0.2266441910079806,-0.06901920083030617,0.03911707180776753,0.015194147439504783,0.009566685424873381,,,,,,,273409220.0,,,,1.6942172400378712,,,,,,-0.1972308602691859,,,,,
8,,2023-01-04,SI2308,17715.0,17640.0,18050.0,17555.0,0,14744,17770.0,17850.0,17815.0,7502,19240.0,16390.0,17715,5,-0.007315700619020821,0.012996083846143617,,,,,,,,,,,,,-0.0031179138321995466,0.01020408163265306,0.0031179138321995466,-0.00935374149659864,-0.016439909297052153,0.09060184583387496,-0.16008119079837618,0.030951041080472707,0.023242630385487528,0.00481859410430839,,,,,,,260084160.0,,,,1.7295331624994423,,,,,,0.18496130831290358,,,,,
9,,2023-01-05,SI2308,17615.0,17585.0,17800.0,17500.0,0,10709,17640.0,17640.0,17850.0,7552,19275.0,16425.0,17615,5,-0.0031179138321995466,0.01216125039732202,,,,,,,,,,,,,0.013363662212112597,0.006255331248222917,-0.006255331248222917,-0.013363662212112597,-0.00796133067955644,-0.7478974498100922,-0.08597707278059184,0.010770975056689343,0.012226329257890247,0.004833665055444982,,,,,,,188317765.0,,,,2.0851359977385213,,,,,,0.5929163376252359,,,,,
