,underlying_symbol,date,dominant_id,open,close,high,low,total_turnover,volume,prev_close,settlement,prev_settlement,open_interest,limit_up,limit_down,day_session_open,multiplier,profit,sigma5,sigma20,sigma40,sigma63,sigma126,sigma252,break1,break3,break14,break20,break63,break126,break252,expect1,expect2,expect3,expect4,expect5,d_vol,d_oi,mmt_open,high_close,low_close,corr_price_vol,corr_price_oi,corr_ret_vol,corr_ret_oi,corr_ret_dvol,corr_ret_doi,turnover,sigma_turnover,ave_turnover,norm_turn_std,vol_skew5,vol_skew14,vol_skew20,vol_skew63,vol_skew126,vol_skew252,price_skew5,price_skew14,price_skew20,price_skew63,price_skew126,price_skew252
0,M,2010-01-04,M1009,3386.727570503946,3367.850728307694,3392.279582914608,3357.857105968502,0,996272,3353.415496039972,3373.402740718356,3341.201068736515,1064048,3474.449366592408,3207.952770880623,3050,10,0.004304635761589576,,,,,,,,,,,,,,-0.00032970656116044524,0.008242664029014102,-0.014836795252225572,-0.023409165842400253,-0.01582591493570718,,,,0.007253544345532496,0.0029673590504452224,,,,,,,3355295380.792563,,,,,,,,,,,,,,,
1,,2010-01-05,M1009,3370.071533271959,3366.740325825562,3387.837972986078,3366.740325825562,0,966822,3367.850728307694,3375.623545682621,3373.402740718356,1072058,3507.761441056382,3239.044040380331,3035,10,-0.00032970656116044524,,,,,,,,,,,,,,0.00857519788918186,-0.014511873350923656,-0.02308707124010565,-0.015501319261213798,-0.02539577836411616,,,,0.006266490765171349,0.0,,,,,,,3255038615.2953215,,,,,,,,,,,,,,,
2,,2010-01-06,M1009,3370.071533271959,3395.610790361005,3422.260449932184,3364.519520861297,0,1301166,3366.740325825562,3395.610790361005,3375.623545682621,1101624,3509.982246020646,3241.264845344596,3035,10,0.00857519788918186,,,,,,,,,,,,,,-0.02289077828646172,-0.0313930673642903,-0.0238718116415957,-0.033682145192936434,-0.06180510137344663,,,,0.007848266841072777,0.009156311314584527,,,,,,,4418253309.650867,,,,,,,,,,,,,,,
3,,2010-01-07,M1009,3403.383607735932,3317.882616611734,3420.039644967919,3260.141687540847,0,1524266,3395.610790361005,3348.973886111442,3395.610790361005,1053354,3531.079893181163,3260.141687540847,3065,10,-0.02289077828646172,,,,,,,,,,,,,,-0.00870147255689418,-0.0010040160642569313,-0.011044176706827204,-0.03982597054886206,-0.035809906291834066,,,,0.03078982597054886,0.0174029451137885,,,,,,,5057335664.492302,,,,,,,,,,,,,,,
4,,2010-01-08,M1009,3308.999396754675,3289.012152076291,3315.661811647469,3253.479272648053,0,1081884,3317.882616611734,3286.791347112026,3348.973886111442,1041282,3482.222183967336,3215.72558825555,2980,10,-0.00870147255689418,0.012443426719585727,,,,,,,,,,,,,0.007765023632680655,-0.0023632680621201454,-0.031397704253882525,-0.027346387575962312,-0.02565833896016211,,,,0.008102633355840556,0.010803511141120744,,,,,,,3558329623.136906,,,,0.9469781058556714,,,,,,-0.5101067924671112,,,,,
5,,2010-01-11,M1009,3313.441006683205,3314.551409165337,3328.986641433059,3308.999396754675,0,579852,3289.012152076291,3318.993019093867,3286.791347112026,1036886,3417.818840003654,3155.763854220398,2984,10,0.007765023632680655,0.01308705060227632,,,,,,,,,,,,,-0.010050251256281397,-0.03886097152428815,-0.0348408710217757,-0.033165829145728735,-0.027135678391959923,-0.38490263281460857,-0.02608515272519836,-0.016542876434841154,0.00435510887772198,0.001675041876046831,,,,,,,1921949263.707339,,,,-0.40925021225191005,,,,,,0.5358768185202677,,,,,
6,,2010-01-12,M1009,3284.570542147761,3281.239334701364,3294.564164486953,3265.69369995151,0,640288,3314.551409165337,3282.349737183496,3318.993019093867,1069506,3451.130914467627,3186.855123720106,2958,10,-0.010050251256281397,0.013290028554334882,,,,,,,,,,,,,-0.029103214890016972,-0.025042301184433333,-0.0233502538071067,-0.017258883248731097,-0.01522842639593914,-0.5631333512689445,-0.002461215601329365,-0.024790619765494303,0.004060913705583641,0.004737732656514294,,,,,,,2100938171.1372669,,,,-0.002677580673212009,,,,,,1.5785906144820196,,,,,
7,,2010-01-13,M1009,3209.063173362755,3185.744721237974,3217.946393219815,3175.751098898782,0,843484,3281.239334701364,3195.738343577166,3282.349737183496,1047434,3413.377230075124,3151.322244291868,2890,10,-0.029103214890016972,0.014271388048629699,,,,,,,,,,,,,0.004182642035552339,0.005925409550365933,0.012199372603694584,0.014290693621470896,0.000348553502962576,-0.7148064620920586,-0.050668252445521575,-0.0568527918781725,0.010108051585918557,0.0031369815266643255,,,,,,,2687124700.4486914,,,,1.0180961901117758,,,,,,-1.769745954668951,,,,,
8,,2010-01-14,M1009,3207.952770880623,3199.069551023563,3217.946393219815,3197.959148541431,0,620724,3185.744721237974,3206.84236839849,3195.738343577166,1065782,3323.434629022397,3068.042058131935,2889,10,0.004182642035552339,0.014522774588207187,,,,,,,,,,,,,0.0017355085039917392,0.007983339118361715,0.010065949323151803,-0.003818118708781684,0.0013884068031935334,-1.0712022990359034,0.011865186732529209,-0.03450679679330758,0.005900728913571913,0.0003471017007980635,,,,,,,1985739247.9895499,,,,1.2244838670554614,,,,,,-0.4244350821144357,,,,,
9,,2010-01-15,M1009,3192.407136130768,3204.621563434225,3225.719210594742,3186.855123720106,0,1040630,3199.069551023563,3211.28397832702,3206.84236839849,1035494,3334.538653843721,3079.146082953259,2875,10,0.0017355085039917392,0.014992161191611647,,,,,,,,,,,,,0.006237006237006203,0.008316008316008365,-0.005544005544005624,-0.00034650034650021846,-0.005544005544005624,-0.0664611002635632,-0.005430754131707985,-0.030197847969455266,0.006583506583506705,0.005544005544005624,,,,,,,3334825337.5565577,,,,1.0944106403509448,,,,,,0.7305106205862453,,,,,
