,underlying_symbol,date,dominant_id,open,close,high,low,total_turnover,volume,prev_close,settlement,prev_settlement,open_interest,limit_up,limit_down,day_session_open,multiplier,profit,sigma5,sigma20,sigma40,sigma63,sigma126,sigma252,break1,break3,break14,break20,break63,break126,break252,expect1,expect2,expect3,expect4,expect5,d_vol,d_oi,mmt_open,high_close,low_close,corr_price_vol,corr_price_oi,corr_ret_vol,corr_ret_oi,corr_ret_dvol,corr_ret_doi,turnover,sigma_turnover,ave_turnover,norm_turn_std,vol_skew5,vol_skew14,vol_skew20,vol_skew63,vol_skew126,vol_skew252,price_skew5,price_skew14,price_skew20,price_skew63,price_skew126,price_skew252
0,AU,2010-01-04,AU1006,245.62798396767,246.2085701226185,247.6800557222292,244.827175478086,0,57752,247.7601365711876,246.2586206532175,245.8482063023056,101232,258.140616617421,233.5557959871904,245.38,1000,-0.00626237323744481,,,,,,,,,,,,,,0.029557651650674723,0.020897706944218213,0.026020491136770296,0.0146365262644334,0.04427549194991047,,,,0.005976581557976891,0.00561066840136616,,,,,,,14219037.341721464,,,,,,,,,,,,,,,
1,,2010-01-05,AU1006,250.252652995018,253.4859172717136,253.5359678023126,249.9623599175438,0,74798,246.2085701226185,251.6540678517901,246.2586206532175,106498,258.5710511805724,233.9361800197428,250.0,1000,0.029557651650674723,,,,,,,,,,,,,,-0.008411325672313879,-0.0034356118943250523,-0.014492753623188076,0.01429530466374452,0.015479998420408547,,,,0.0001974489594440046,0.013900406744856174,,,,,,,18960239.640089635,,,,,,,,,,,,,,,
2,,2010-01-06,AU1006,251.2636737131178,251.353764668196,253.3958263166354,250.8432492560862,0,73904,253.4859172717136,252.4248460230147,251.6540678517901,109054,264.2367712443796,239.0713644592006,251.01,1000,-0.008411325672313879,,,,,,,,,,,,,,0.005017921146953846,-0.0061330147351647685,0.022899243329351133,0.02409398645957826,-0.0015133412982874237,,,,0.00812425328554388,0.002031063321385687,,,,,,,18576048.624038357,,,,,,,,,,,,,,,
3,,2010-01-07,AU1006,255.3578071161163,252.615038039291,255.7582113609084,251.453865729394,0,86698,251.353764668196,253.4458768472344,252.4248460230147,100124,265.0375797339636,239.802102205946,255.1,1000,0.005017921146953846,,,,,,,,,,,,,,-0.01109526073862729,0.017792043113012985,0.018980821049294612,-0.0064986527183392056,0.002417181803772216,,,,0.012442542399746332,0.004596608020288872,,,,,,,21901218.56793045,,,,,,,,,,,,,,,
4,,2010-01-08,AU1006,251.4738859416337,249.8122083257468,251.4738859416337,249.2516423830379,0,53716,252.615038039291,250.1825822521794,253.4458768472344,91082,266.1086610887823,240.7730824995667,251.22,1000,-0.01109526073862729,0.01670625291392802,,,,,,,,,,,,,0.02921141208526983,0.030413527808943623,0.004648180798204443,0.013664048725757088,0.010618688892450353,,,,0.006651707004327543,0.0022439493508577685,,,,,,,13418912.582425816,,,,0.007430219507386269,,,,,,-1.0974942873209819,,,,,
5,,2010-01-11,AU1006,257.7602325848685,257.1095756870815,258.7011825601298,256.9193836708053,0,51302,249.8122083257468,257.6701416297904,250.1825822521794,93998,262.6852047958105,237.6699496024285,257.5,1000,0.02921141208526983,0.0197094226983689,,,,,,,,,,,,,0.0011679968853417625,-0.023866069690480978,-0.015106093050418535,-0.018065018493284134,-0.019622347673739597,-0.12007595502271204,-0.07942293757273665,0.046241384837313514,0.006190383492310656,0.0007397313607162063,,,,,,,13190235.451898653,,,,-0.08961058615741427,,,,,,0.8868545220316293,,,,,
6,,2010-01-12,AU1006,257.1095756870815,257.4098788706755,257.7602325848685,255.6380900874708,0,38234,257.1095756870815,256.7892522912478,257.6701416297904,94330,270.5531482059738,244.777124947487,256.85,1000,0.0011679968853417625,0.01599376760405901,,,,,,,,,,,,,-0.025004860976084273,-0.01625510402488832,-0.019210577483959015,-0.020766089830838212,-0.018510596927863433,-0.7127207516276168,-0.1294495627566544,0.01409382908312254,0.001361073303519159,0.006883142134940693,,,,,,,9841809.308741407,,,,0.4075995214364173,,,,,,0.24059516173180995,,,,,
7,,2010-01-13,AU1006,251.2536636069981,250.9733806356436,251.2536636069981,249.5519455666319,0,49252,257.4098788706755,250.5929966030912,256.7892522912478,83830,269.6222083368324,243.9462861395435,251.0,1000,-0.025004860976084273,0.02017485715849238,,,,,,,,,,,,,0.008974154435226703,0.005942884492661176,0.004347479259732069,0.006660816847479216,0.002632418634333308,-0.6447664382486792,-0.26740167497084705,-0.0003888780867194127,0.001116783663050714,0.005663688576898497,,,,,,,12360940.943066718,,,,1.6161668237498341,,,,,,0.26646302934373245,,,,,
8,,2010-01-14,AU1006,254.5369784142927,253.2256545125988,254.6370794754907,252.6650885698899,0,27014,250.9733806356436,253.3758061043958,250.5929966030912,81238,263.1156393589619,238.0603437411007,254.28,1000,0.008974154435226703,0.02050266548092485,,,,,,,,,,,,,-0.0030043088113216156,-0.004585523975174979,-0.0022927619875876583,-0.0062853302763173175,-0.018460687037988557,-1.211808657516446,-0.22528927591554337,0.0076579451180598225,0.00557378345258336,0.002213701229395046,,,,,,,6840637.831003344,,,,-1.0520978984762317,,,,,,0.10639303899486861,,,,,
9,,2010-01-15,AU1006,253.4759071655938,252.4648864474939,253.8062406675473,252.0644822027019,0,25270,253.2256545125988,252.8753007984058,253.3758061043958,78682,266.0385903459437,240.7030117567281,253.22,1000,-0.0030043088113216156,0.019645203938366333,,,,,,,,,,,,,-0.001585979937353735,0.0007136909718091244,-0.0032909083700089718,-0.01550295388763307,-0.03524840410768791,-1.0530095506033907,-0.15263792806322166,0.01446811874925856,0.005313032790135631,0.001585979937353735,,,,,,,6379787.680528171,,,,0.0029126121488147324,,,,,,0.25022228861121065,,,,,
