,underlying_symbol,date,dominant_id,open,close,high,low,total_turnover,volume,prev_close,settlement,prev_settlement,open_interest,limit_up,limit_down,day_session_open,multiplier,profit,sigma5,sigma20,sigma40,sigma63,sigma126,sigma252,break1,break3,break14,break20,break63,break126,break252,expect1,expect2,expect3,expect4,expect5,d_vol,d_oi,mmt_open,high_close,low_close,corr_price_vol,corr_price_oi,corr_ret_vol,corr_ret_oi,corr_ret_dvol,corr_ret_doi,turnover,sigma_turnover,ave_turnover,norm_turn_std,vol_skew5,vol_skew14,vol_skew20,vol_skew63,vol_skew126,vol_skew252,price_skew5,price_skew14,price_skew20,price_skew63,price_skew126,price_skew252
0,SR,2010-01-04,SR1009,3397.249434913354,3454.621560472807,3454.621560472807,3395.493145355411,0,1145488,3372.661381102159,3427.106357398376,3321.728983921828,883190,3454.621560472807,3188.836407370849,5803,10,0.024301336573511557,,,,,,,,,,,,,,0.0040671072699544055,0.0037281816641249375,-0.018132519911879037,-0.0515166920860869,-0.048805287239450754,,,,0.0,0.017115743094390765,,,,,,,3957227542.0628743,,,,,,,,,,,,,,,
1,,2010-01-05,SR1009,3483.307623252534,3468.671876936347,3508.481106916376,3454.621560472807,0,2152544,3454.621560472807,3481.551333694591,3427.106357398376,821560,3633.17766553029,3221.035049266461,5950,10,0.0040671072699544055,,,,,,,,,,,,,,-0.00033755274261598143,-0.02210970464135006,-0.055358649789029477,-0.05265822784810124,-0.0641350210970463,,,,0.011476793248945205,0.004050632911392564,,,,,,,7466468836.668072,,,,,,,,,,,,,,,
2,,2010-01-06,SR1009,3461.646718704577,3467.501017231052,3506.724817358433,3447.01097238839,0,2337148,3468.671876936347,3478.038754578707,3481.551333694591,764236,3620.883638624693,3342.21902876449,5913,10,-0.00033755274261598143,,,,,,,,,,,,,,-0.021779503629917173,-0.05503967583994596,-0.05233834205639036,-0.06381901063650172,-0.09218301536383602,,,,0.011311835218639023,0.005909167651527944,,,,,,,8104063067.419519,,,,,,,,,,,,,,,
3,,2010-01-07,SR1009,3494.430790452836,3391.980566239527,3503.797668095196,3338.706449648605,0,2158418,3467.501017231052,3413.056040934836,3478.038754578707,655066,3617.371059508808,3338.706449648605,5969,10,-0.021779503629917173,,,,,,,,,,,,,,-0.03400069036934769,-0.03123921297894385,-0.0429754918881602,-0.07197100448740099,-0.05850880220918209,,,,0.032965136347946,0.015705902657922235,,,,,,,7321311909.821588,,,,,,,,,,,,,,,
4,,2010-01-08,SR1009,3392.565996092174,3276.650885267972,3395.493145355411,3276.065455415324,0,1696348,3391.980566239527,3318.216404805944,3413.056040934836,543520,3550.046626454347,3276.065455415324,5795,10,-0.03400069036934769,0.022823229527975913,,,,,,,,,,,,,0.0028586742897980795,-0.009290691441843793,-0.03930677148472411,-0.025370734321958282,-0.03680543148115074,,,,0.03626943005181326,0.0001786671431126315,,,,,,,5558340175.922554,,,,-1.1679183566402882,,,,,,-1.5534056887996746,,,,,
5,,2010-01-11,SR1009,3277.821744973267,3286.017762910332,3316.460115248001,3249.721112046187,0,2460750,3276.650885267972,3289.530342026217,3318.216404805944,607864,3451.108981356922,3185.323828254964,5599,10,0.0028586742897980795,0.017111773420341314,,,,,,,,,,,,,-0.012114733654017381,-0.042045252093354836,-0.02814893996080534,-0.039551042223410035,-0.03260288615713529,0.7753491618465079,-0.506560936120106,-0.05395747721993908,0.009264208088366241,0.011045786566898497,,,,,,,8086068210.081599,,,,-1.15873810254366,,,,,,-0.187822829615801,,,,,
6,,2010-01-12,SR1009,3262.600568804432,3246.208532930303,3278.992604678562,3235.670795582648,0,1555102,3286.017762910332,3262.015138951785,3289.530342026217,601602,3421.252058871901,3157.808625180533,5573,10,-0.012114733654017381,0.015253684399639433,,,,,,,,,,,,,-0.030297565374211206,-0.016230838593327468,-0.027772768259693593,-0.020739404869251722,-0.016952209197475376,-0.242788580717261,-0.3618539673347986,-0.06271156244432578,0.010099188458070308,0.0032461677186655215,,,,,,,5048185381.97698,,,,-0.3654706948106707,,,,,,0.8498268597889224,,,,,
7,,2010-01-13,SR1009,3228.645637350878,3147.856317685525,3283.090613647094,3134.391431074633,0,2568264,3246.208532930303,3212.253601476748,3262.015138951785,593118,3392.565996092174,3131.464281811396,5515,10,-0.030297565374211206,0.014879243787429284,,,,,,,,,,,,,0.014506230239910796,0.0026036823507532385,0.009856797470708636,0.01376232099683842,0.020829458806025908,0.1486179041631996,-0.2844372192911593,-0.07357980162308393,0.04296075878742792,0.0042774781476659,,,,,,,8084526057.884297,,,,-0.2184671654641762,,,,,,0.004535258052505655,,,,,
8,,2010-01-14,SR1009,3190.592696928792,3193.519846192029,3207.570162655569,3115.657675789914,0,3022878,3147.856317685525,3177.127810317899,3212.253601476748,635342,3341.048169059195,3083.459033894302,5450,10,0.014506230239910796,0.020868778437300277,,,,,,,,,,,,,-0.01173235563703028,-0.004582951420714942,-0.0007332722273144192,0.006232813932172492,0.04124656278643448,0.33659312282537934,-0.03325476549354429,-0.06397619490422174,0.0043996333638865156,0.024381301558203408,,,,,,,9653620885.617268,,,,-0.08971611135609821,,,,,,-0.6754058921403605,,,,,
9,,2010-01-15,SR1009,3186.494687960259,3156.05233562259,3212.839031329396,3154.296046064648,0,2611636,3193.519846192029,3183.567538697022,3177.127810317899,602286,3304.751518195051,3049.504102440748,5443,10,-0.01173235563703028,0.016958848268440102,,,,,,,,,,,,,0.0072342793544797205,0.011129660545353371,0.01817844555741071,0.05360786496011877,0.03580040808755355,0.30278694674412926,0.09249506564968159,-0.028230980751604216,0.017992951214988038,0.0005564830272674381,,,,,,,8242459897.596038,,,,-1.3205829351764942,,,,,,0.5146347976206971,,,,,
10,,2010-01-18,SR1009,3149.612607243468,3178.884099875842,3204.057583539684,3142.002019159051,0,2381104,3156.05233562259,3178.884099875842,3183.567538697022,654202,3311.191246574173,3055.94383081987,5380,10,0.0072342793544797205,0.017713816626459385,,,,,,,,,,,,,0.0038674033149171,0.010865561694291152,0.046040515653775343,0.02836095764272578,0.03222836095764274,-0.03049659294021066,0.07693687052330621,-0.04322018178445551,0.007918968692449416,0.011602209944751158,,,,,,,7569253645.750767,,,,-1.1700187570920617,,,,,,1.149757090744085,,,,,
11,,2010-01-19,SR1009,3191.178126781439,3191.178126781439,3209.911882066159,3175.371520759957,0,1837926,3178.884099875842,3191.763556634086,3178.884099875842,644956,3306.507807752994,3051.26039199869,5451,10,0.0038674033149171,0.017884186369042248,,,,,,,,,,,,,0.006971197945331334,0.04201064024949555,0.02439919280865917,0.028251696936341997,0.03687396807925136,0.1187785161840894,0.06627005114628204,-0.0173112338858197,0.005870482480278936,0.004953219592735223,,,,,,,5865149249.842903,,,,-0.586508705184202,,,,,,-0.4008231934682863,,,,,
12,,2010-01-20,SR1009,3230.987356761468,3213.424461182044,3248.550252340893,3202.301293981741,0,1788642,3191.178126781439,3221.620479119108,3191.763556634086,609776,3319.972694363886,3063.554418904288,5519,10,0.006971197945331334,0.009708896061323777,,,,,,,,,,,,,0.034796866460192956,0.01730734195664056,0.021133175441792513,0.02969575514665659,0.01730734195664056,-0.42418573979583507,0.025828118507309025,0.026050266006237485,0.010930952814720353,0.003461468391328423,,,,,,,5747665955.097573,,,,0.23913039357671456,,,,,,-0.4123799036244603,,,,,
13,,2010-01-21,SR1009,3216.351610445281,3325.241563037713,3337.53558994331,3211.082741771454,0,3414108,3213.424461182044,3273.138306152087,3221.620479119108,701836,3351.000476554203,3092.240481684014,5494,10,0.034796866460192956,0.016777233803217384,,,,,,,,,,,,,-0.016901408450704068,-0.013204225352112681,-0.004929577464788926,-0.016901408450704068,-0.0522887323943663,0.21873018748301784,0.10904660071895253,0.007105119329568257,0.0036971830985913865,0.034330985915492836,,,,,,,11352733822.29956,,,,0.869986801042804,0.19999147629525874,,,,,1.7039894050058566,0.5649542504360839,,,,
