,underlying_symbol,date,dominant_id,open,close,high,low,total_turnover,volume,prev_close,settlement,prev_settlement,open_interest,limit_up,limit_down,day_session_open,multiplier,profit,sigma5,sigma20,sigma40,sigma63,sigma126,sigma252
1985,,2018-03-07,TA1805,5038.146826584643,4958.093370963609,5043.367704125146,4926.768105720595,0,955120,5024.224486476637,4975.496296098617,5036.406534071142,1039726,5288.74894852875,4784.064119613535,5734,5,-0.013162452372705186,0.005490667721346265,0.006862275297758228,0.0068510523801865045,0.008268861772720418,0.00887482997609693,0.00981350586460556
1986,,2018-03-08,TA1805,4949.391908396105,4921.547228180094,4954.612785936608,4909.365180585589,0,521458,4958.093370963609,4930.248690747598,4975.496296098617,995960,5224.358125529223,4726.634466668011,5662,5,-0.007371007371007317,0.005566578087137685,0.006558192042912178,0.006571569121439463,0.007183904169196904,0.008902419899319572,0.009822906133242177
1987,,2018-03-09,TA1805,4919.806935666593,4857.156405180566,4938.950153315101,4829.311724964555,0,789736,4921.547228180094,4883.260792883078,4930.248690747598,981276,5177.370227664703,4683.127153830492,5662,5,-0.013083451202263145,0.004662517219678178,0.007165065658833004,0.0068948361480107995,0.007378009230581197,0.008979793628747937,0.009847963579075926
1988,,2018-03-12,TA1805,4860.636990207568,4844.974357586061,4898.923425504584,4836.272895018557,0,512522,4857.156405180566,4865.85786774807,4883.260792883078,968168,5128.642037286681,4637.879548479473,5596,5,-0.0025080616266570936,0.005420296601866889,0.007173379479691172,0.0066894084953124065,0.007162979186245251,0.008983497126270388,0.009849096601668016
1989,,2018-03-13,TA1805,4844.974357586061,4869.338452775071,4878.039915342575,4834.532602505056,0,474050,4844.974357586061,4855.416112667065,4865.85786774807,977942,5109.498819638174,4622.216915857966,5574,5,0.005028735632183871,0.007696459613019595,0.007274735461584145,0.006744279482325943,0.007184259402857549,0.008923882207429857,0.009854131033894422
1990,,2018-03-14,TA1805,4871.078745288572,4838.013187532059,4886.741377910079,4822.350554910551,0,706786,4869.338452775071,4853.675820153565,4855.416112667065,989920,5099.057064557169,4611.775160776961,5602,5,-0.006433166547533666,0.006703039808631324,0.007394500375448302,0.006790149435950741,0.00682487785931197,0.008944124761618061,0.009857302485264252
1991,,2018-03-15,TA1805,4846.714650099561,4857.156405180566,4865.85786774807,4813.649092343047,0,574820,4838.013187532059,4846.714650099561,4853.675820153565,957594,5097.316772043669,4610.034868263461,5542,5,0.003956834532373829,0.007513217487874936,0.007453860372709042,0.006820071552642726,0.00683878757959879,0.008950059200226205,0.00985177561762805
1992,,2018-03-16,TA1805,4851.935527640064,4824.090847424052,4853.675820153565,4796.24616720804,0,620500,4857.156405180566,4825.831139937553,4846.714650099561,971366,5090.355601989665,4603.073698209459,5562,5,-0.006807595843783567,0.005608381387743211,0.007524025047253255,0.006822816692888314,0.006898492911376238,0.008909948991016013,0.009860589878129713
1993,,2018-03-19,TA1805,4825.831139937553,4838.013187532059,4862.377282721069,4817.12967737005,0,444900,4824.090847424052,4841.49377255906,4825.831139937553,925494,5067.731799314156,4583.93048056095,5550,5,0.002886002886003134,0.005844394565381201,0.007559976000290023,0.006755663617356224,0.006890030870950926,0.008906514826196107,0.009664625841001463
1994,,2018-03-20,TA1805,4846.714650099561,4806.687922289045,4864.117575234569,4773.622364532531,0,678466,4838.013187532059,4815.389384856549,4841.49377255906,858876,5085.134724449164,4597.852820668956,5560,5,-0.006474820143885165,0.005488540965099743,0.007651080818382437,0.006691775219142779,0.006939302669395351,0.008922383661181517,0.00943062892832109
