,underlying_symbol,date,dominant_id,open,close,high,low,total_turnover,volume,prev_close,settlement,prev_settlement,open_interest,limit_up,limit_down,day_session_open,multiplier,profit,sigma5,sigma20,sigma40,sigma63,sigma126,sigma252,break1,break3,break14,break20,break63,break126,break252,expect1,expect2,expect3,expect4,expect5,d_vol,d_oi,mmt_open,high_close,low_close
0,OI,2012-07-16,OI1307,10052.0,10052.0,10052.0,10052.0,0,0,10052.0,10052.0,10052.0,0,10454.0,9648.0,10052,5,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
1,,2012-07-17,OI1307,10052.0,10052.0,10052.0,10052.0,0,0,10052.0,10052.0,10052.0,0,10454.0,9648.0,10052,5,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
2,,2012-07-18,OI1307,10052.0,10052.0,10052.0,10052.0,0,0,10052.0,10052.0,10052.0,0,10454.0,9648.0,10052,5,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
3,,2012-07-19,OI1307,10052.0,10052.0,10052.0,10052.0,0,0,10052.0,10052.0,10052.0,0,10454.0,9648.0,10052,5,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
4,,2012-07-20,OI1307,10052.0,10052.0,10052.0,10052.0,0,0,10052.0,10052.0,10052.0,0,10454.0,9648.0,10052,5,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
5,,2012-07-23,OI1307,10052.0,10052.0,10052.0,10052.0,0,0,10052.0,10052.0,10052.0,0,10454.0,9648.0,10052,5,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
6,,2012-07-24,OI1307,10052.0,10052.0,10052.0,10052.0,0,0,10052.0,10052.0,10052.0,0,10454.0,9648.0,10052,5,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
7,,2012-07-25,OI1307,10052.0,10052.0,10052.0,10052.0,0,0,10052.0,10052.0,10052.0,0,10454.0,9648.0,10052,5,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
8,,2012-07-26,OI1307,10052.0,10052.0,10052.0,10052.0,0,0,10052.0,10052.0,10052.0,0,10454.0,9648.0,10052,5,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
9,,2012-07-27,OI1307,10052.0,10052.0,10052.0,10052.0,0,0,10052.0,10052.0,10052.0,0,10454.0,9648.0,10052,5,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
10,,2012-07-30,OI1307,10052.0,10052.0,10052.0,10052.0,0,0,10052.0,10052.0,10052.0,0,10454.0,9648.0,10052,5,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.01770791882212495,,,0.0,0.0,0.0
11,,2012-07-31,OI1307,10052.0,10052.0,10052.0,10052.0,0,0,10052.0,10052.0,10052.0,0,10454.0,9648.0,10052,5,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.01770791882212495,-0.0031834460803820135,,,0.0,0.0,0.0
12,,2012-08-01,OI1307,10052.0,10052.0,10052.0,10052.0,0,0,10052.0,10052.0,10052.0,0,10454.0,9648.0,10052,5,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.01770791882212495,-0.0031834460803820135,-0.0031834460803820135,,,0.0,0.0,0.0
13,,2012-08-02,OI1307,10052.0,10052.0,10052.0,10052.0,0,0,10052.0,10052.0,10052.0,0,10454.0,9648.0,10052,5,0.0,0.0,,,,,,,,,,,,,0.0,0.01770791882212495,-0.0031834460803820135,-0.0031834460803820135,-0.0029844807003581377,,,0.0,0.0,0.0
14,,2012-08-03,OI1307,10052.0,10052.0,10052.0,10052.0,0,0,10052.0,10052.0,10052.0,0,10454.0,9648.0,10052,5,0.0,0.0,,,,,,,,,,,,,0.01770791882212495,-0.0031834460803820135,-0.0031834460803820135,-0.0029844807003581377,-0.0029844807003581377,,,0.0,0.0,0.0
15,,2012-08-06,OI1307,9810.0,10230.0,10230.0,9810.0,0,24,10052.0,10020.0,10052.0,0,10454.0,9648.0,9810,5,0.01770791882212495,0.00791922204526388,,,,,,,,,,,,,-0.020527859237536656,-0.020527859237536656,-0.020332355816226784,-0.020332355816226784,-0.01935483870967742,inf,,-0.024074810982888977,0.0,0.04105571847507331
16,,2012-08-07,OI1307,10020.0,10020.0,10020.0,10020.0,0,0,10230.0,10020.0,10020.0,0,10422.0,9618.0,10230,5,-0.020527859237536656,0.013540430025462557,,,,,,,,,,,,,0.0,0.0001996007984031936,0.0001996007984031936,0.0011976047904191617,0.0013972055888223553,0.0,,-0.0031280547409579668,0.0,0.0
17,,2012-08-08,OI1307,10020.0,10020.0,10020.0,10020.0,0,0,10020.0,10020.0,10020.0,0,10422.0,9618.0,10020,5,0.0,0.013540430025462557,,,,,,,,,,,,,0.0001996007984031936,0.0001996007984031936,0.0011976047904191617,0.0013972055888223553,0.008183632734530938,,,-0.0031936127744510976,0.0,0.0
18,,2012-08-09,OI1307,10022.0,10022.0,10022.0,10022.0,0,0,10020.0,10022.0,10020.0,0,10422.0,9618.0,10020,5,0.0001996007984031936,0.013542802501920683,,,,,,,,,,,,,0.0,0.000997804829375374,0.001197365795250449,0.007982438635002993,0.007982438635002993,,,-0.0029940119760479044,0.0,0.0
19,,2012-08-10,OI1307,10022.0,10022.0,10022.0,10022.0,0,0,10022.0,10022.0,10022.0,0,10424.0,9620.0,10022,5,0.0,0.013542802501920683,0.00621822417271407,,,,,0.0,0.018532553907307816,-0.12827392456216863,,,,,0.000997804829375374,0.001197365795250449,0.007982438635002993,0.007982438635002993,0.007982438635002993,,,-0.0029934144881261227,0.0,0.0
20,,2012-08-13,OI1307,10032.0,10032.0,10032.0,10032.0,0,0,10022.0,10032.0,10022.0,0,10424.0,9620.0,10022,5,0.000997804829375374,0.00932329304055929,0.006223331388651309,,,,,0.1603329096687576,0.11110407030423834,-0.0854457705076228,-0.07148906062013223,,,,0.00019936204146730463,0.006977671451355662,0.006977671451355662,0.006977671451355662,0.006977671451355662,-inf,,-0.019756535621632407,0.0,0.0
21,,2012-08-14,OI1307,10034.0,10034.0,10034.0,10034.0,0,0,10032.0,10034.0,10032.0,0,10434.0,9630.0,10032,5,0.00019936204146730463,0.00041382610945174043,0.006223627826080222,,,,,0.03203309179766092,0.11107660733011612,-0.07689753057843884,-0.06433708997416152,,,,0.006776958341638429,0.006776958341638429,0.006776958341638429,0.006776958341638429,0.006976280645804266,,,0.0013955342902711324,0.0,0.0
22,,2012-08-15,OI1307,10102.0,10102.0,10102.0,10102.0,0,0,10034.0,10102.0,10034.0,0,10436.0,9632.0,10034,5,0.006776958341638429,0.0029000174639098007,0.006409419907330067,,,,,1.0573434787581992,0.719045274196811,0.20741243096721063,0.17353368999652358,,,,0.0,0.0,0.0,0.00019798059790140566,0.00019798059790140566,,,0.008172214470799282,0.0,0.0
23,,2012-08-16,OI1307,10102.0,10102.0,10102.0,10102.0,0,0,10102.0,10102.0,10102.0,0,10508.0,9696.0,10102,5,0.0,0.002925969475427763,0.006409419907330067,,,,,0.0,0.6285374572119603,0.20741243096721063,0.17353368999652358,,,,0.0,0.0,0.00019798059790140566,0.00019798059790140566,0.00019798059790140566,,,0.007919223916056227,0.0,0.0
24,,2012-08-17,OI1307,10102.0,10102.0,10102.0,10102.0,0,0,10102.0,10102.0,10102.0,0,10508.0,9696.0,10102,5,0.0,0.002925969475427763,0.006409419907330067,,,,,0.0,0.6104575420869418,0.20741243096721063,0.17353368999652358,,,,0.0,0.00019798059790140566,0.00019798059790140566,0.00019798059790140566,0.00019798059790140566,,,0.007919223916056227,0.0,0.0
25,,2012-08-20,OI1307,10102.0,10102.0,10102.0,10102.0,0,0,10102.0,10102.0,10102.0,0,10508.0,9696.0,10102,5,0.0,0.003009696843966736,0.006409419907330067,,,,,0.0,0.0,0.20741243096721063,0.17353368999652358,,,,0.00019798059790140566,0.00019798059790140566,0.00019798059790140566,0.00019798059790140566,0.00019798059790140566,,,0.006929320926549199,0.0,0.0
26,,2012-08-21,OI1307,10104.0,10104.0,10104.0,10104.0,0,0,10102.0,10104.0,10102.0,0,10508.0,9696.0,10102,5,0.00019798059790140566,0.003009834133278203,0.006409137594317834,,,,,0.030890364731275207,0.017834560392967463,0.2157184298644906,0.18048298725431383,,,,0.0,0.0,0.0,0.0,0.0,,,0.006929320926549199,0.0,0.0
27,,2012-08-22,OI1307,10104.0,10104.0,10104.0,10104.0,0,0,10104.0,10104.0,10104.0,0,10510.0,9698.0,10104,5,0.0,8.853961502662652e-05,0.006409137594317834,,,,,0.0,0.017834560392967463,0.2157184298644906,0.18048298725431383,,,,0.0,0.0,0.0,0.0,0.0,,,0.0001979414093428345,0.0,0.0
28,,2012-08-23,OI1307,10104.0,10104.0,10104.0,10104.0,0,0,10104.0,10104.0,10104.0,0,10510.0,9698.0,10104,5,0.0,8.853961502662652e-05,0.006409137594317834,,,,,0.0,0.017834560392967463,0.2157184298644906,0.18048298725431383,,,,0.0,0.0,0.0,0.0,0.0,,,0.0001979414093428345,0.0,0.0
29,,2012-08-24,OI1307,10104.0,10104.0,10104.0,10104.0,0,0,10104.0,10104.0,10104.0,0,10510.0,9698.0,10104,5,0.0,8.853961502662652e-05,0.006409137594317834,,,,,0.0,0.0,-0.5136074305995382,0.18048298725431383,,,,0.0,0.0,0.0,0.0,0.0,,,0.0001979414093428345,0.0,0.0
30,,2012-08-27,OI1307,10104.0,10104.0,10104.0,10104.0,0,0,10104.0,10104.0,10104.0,0,10510.0,9698.0,10104,5,0.0,8.853961502662652e-05,0.006409137594317834,,,,,0.0,0.0,0.3495811054579691,0.18048298725431383,,,,0.0,0.0,0.0,0.0,0.0,,,0.0001979414093428345,0.0,0.0
31,,2012-08-28,OI1307,10104.0,10104.0,10104.0,10104.0,0,0,10104.0,10104.0,10104.0,0,10510.0,9698.0,10104,5,0.0,0.0,0.006409137594317834,,,,,0.0,0.0,0.3495811054579691,0.18048298725431383,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
32,,2012-08-29,OI1307,10104.0,10104.0,10104.0,10104.0,0,0,10104.0,10104.0,10104.0,0,10510.0,9698.0,10104,5,0.0,0.0,0.006409137594317834,,,,,0.0,0.0,0.3411896440788429,0.18048298725431383,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
