,0,1,2,3,4
0,0.5832399023027598,0.2606807484205651,0.5755951406607993,0.48395682673508184,-0.16233541717365527
1,0.38928761423740843,0.17782086969354188,0.8871929709800036,0.17098634721033046,-0.02207244920986401
2,0.327003017140561,0.23514262908605862,-0.8478502119197208,0.34265872662467944,-0.03888426395219408
3,-0.11093862276855108,0.2097576298899644,0.233563245833947,0.7974010511851676,0.5032833520448112
4,0.27343949952005847,0.03749807431178572,0.921792565511206,-0.20814929744139438,-0.17549094184045647
5,0.17044499071612718,0.04175429116446975,0.9206590314642583,-0.33164746625809033,-0.10771253509696234
6,0.26777558002978546,0.06827748748051564,0.8097167637718324,-0.3071382045758579,-0.41672450035946956
7,-0.23395815212414361,-0.10946472953440833,-0.2403808724906313,0.31068688777757647,0.8825937626939946
8,0.277382689619245,0.07056943900986934,0.8347752464628135,-0.46869493281646724,0.039422653672004176
9,0.2569812787237957,0.3398057675025226,0.6420055109517069,-0.6372725221561831,0.01432896262258022
10,0.5656361035818859,0.6216631130848552,-0.4416686178899494,-0.3106165753548982,-0.04513255189246061
11,0.05810743981342184,-0.5082453867096418,0.38932633667926425,-0.15674591060512563,0.7497772171806574
12,0.6511667326489751,0.6987960717638995,0.21425526083466304,0.18199308751338364,0.09294695089467699
13,0.5370690350398799,0.1746665451619373,-0.5973894075140087,0.5692068227283534,-0.013339353510608934
14,0.39783130061008,0.20433809295912142,-0.6779170966616497,0.5784633574717051,0.07605757120183981
15,-0.3826640423115228,-0.6456459358045945,0.43213482385748575,0.48314849859508624,0.12859462903164853
16,-0.25429760714693284,-0.7352294900786397,0.46641813489715556,0.26434716622180693,0.32763550336861674
17,0.37038996899045806,0.7431381068206148,-0.27573201709584805,0.4747988799164568,-0.09536720317097137
18,0.14800794687837188,0.6018916310239977,-0.24819408663588752,0.7295103454737545,0.14844010027570773
19,0.38873119751168933,0.5999011730149884,-0.11528773259941338,0.6808588018236537,-0.11021192942559684
20,0.2971854695564925,0.6405807615551219,-0.6943809190172431,0.13710038262185498,-0.019383214378845038
21,0.3801269746425318,0.5145769142888026,0.6820561342026641,0.29984069448748346,-0.1887036569754565
22,0.3934886326589946,0.6577180769574018,0.6324554259728394,0.0576139764434889,0.09619974577667006
23,-0.31608359221553023,-0.2835172240307455,0.8427511836217589,0.30128382768631173,-0.136775890012956
24,0.4761066807857581,0.8382893142510363,0.25447089072354157,-0.07212221134024323,-0.02522709910901658
25,0.3205233982370603,0.901944116726287,0.14947476037362473,-0.2445770325427859,0.04001165641682203
26,0.2920008766019256,0.7685987305509754,0.5436498512245979,-0.16856261969391498,-0.004791864410931472
27,0.2503202723847351,0.6674092142553266,0.2673190964739936,-0.5161520211356309,-0.3924694812316612
28,0.20561568458403984,0.6759673785652224,0.6335717583684592,-0.20202494834026222,0.2419980177908707
29,0.18908737820758623,0.7193392729443581,0.6646275402934227,-0.07009984028716319,0.012378161321150272
30,0.029664800899223444,0.6100292687223393,0.7916510110344503,-0.01625776201775896,0.00294156285051556
31,0.2829740719974617,0.06280480704272154,0.936278798164862,0.19533174031713682,0.03476714140020638
32,0.3506047995866089,0.24491019307869016,0.8988497120644933,-0.08768230281068262,-0.038422398784900995
33,0.5994091991497952,0.7699913879260675,0.16518214008293897,-0.1222968908437191,-0.07470077363635119
34,0.6902737821241793,0.5251093701814223,0.4899210133452907,0.07949873839115643,0.03794214459660152
35,0.5236367895287237,0.598320770624097,0.5830972090179978,0.1650828875071644,-0.023707660777813323
36,0.38143726905348796,0.2054099132326309,0.8653507506887719,-0.2510744435779471,-0.021025683988483958
37,0.30447231801608954,0.13323012306833823,0.8970126733896413,0.27819047327224056,0.08674483401355584
38,0.3882353128724757,0.4074608186381877,0.7923851152779228,0.23204458520449545,0.03911729383245867
39,0.5079088596954285,0.40192833036774916,0.7355228668463014,0.1774223656717009,0.0894965027045099
40,0.5265858129556185,0.3679060934969157,0.7263274028539354,0.2044090656768325,-0.13423086714422125
41,0.6412202589571727,0.7146210455388821,0.2196251753954215,-0.12937923399280235,0.11480042212369222
42,0.44693234884047256,0.5120290897193974,0.7294819570901777,0.07340586677713148,0.02335251257669098
43,0.7451882661783724,0.6539411533951014,0.11821427549281442,-0.045941541638901635,-0.031147643055378184
44,0.6467775285253821,0.760679882629957,0.04087102183600883,0.03073369102215114,0.020735104699731836
45,0.4656479828676102,0.5443801563819665,-0.6817788687848192,0.14317449255749867,0.03874067821125096
46,0.1190772776500804,-0.22666851374338118,0.9624651208237427,0.08920336451152522,-0.012068047993544372
47,-0.16639431129606236,0.2672092036673399,0.8419838608504827,0.41215445020698543,-0.1486743484454108
48,-0.0022961379834443045,0.1069000187885806,0.9395570405442297,-0.32514990001973476,-0.008787708136204582
49,-0.4207197100839694,-0.3674054582269067,0.790901635431029,0.23753382902766906,-0.07784881471104659
50,-0.47328046702519555,-0.19954573151135785,0.8434242446626738,0.15692916212917882,-0.01399579067583223
51,0.4224586354468587,0.25130994676410295,0.8609604755511042,-0.13082427249255615,-0.002020212714588362
52,0.19438201301044736,0.4624822269192934,0.8277343393634621,0.21489015100471143,-0.1303990384990725
53,0.5140535527507931,0.4467423435203252,-0.6942454205779546,0.2297082727660978,0.03778397596350092
54,0.494429040371368,0.49083175736432055,0.6861817800128666,0.16242450899593433,0.13189751193978633
55,0.508957042084004,0.1027790854137114,-0.8242106309946376,0.2208041130771387,0.04818265578256901
56,0.2299265923439512,0.24399590468195984,0.9122986873560757,-0.16062012203168424,0.17179069264206162
57,0.30426918618955995,0.9224178660009479,0.11033713832490413,-0.194407442017647,0.08122195031040932
58,0.1819385998049913,0.764217632543938,0.4373634670181699,-0.4282821132765872,-0.09031824386647938
59,0.32238989754254604,0.8991166902108093,-0.12270166627705624,-0.19674339227504983,-0.18409310154323025
60,0.31394739184930837,0.9189034801851351,-0.039668605125487345,0.23521895537036672,-0.01232371926553063
